show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s593,TV Show,The Kacey Musgraves Christmas Show,,"Dan Levy, Troye Sivan, The Radio City Rockettes, Fred Armisen, Kendall Jenner, Camila Cabello, Lana Del Rey, Leon Bridges, James Corden, Zooey Deschanel",,,2019,7+,1 Season,Comedy,"This holiday season, join Kacey Musgraves for THE KACEY MUSGRAVES CHRISTMAS SHOW, a holiday variety show featuring new songs and time-honored classics. Special guests include Camila Cabello, Kendall Jenner, James Corden, Lana Del Rey, the Radio City Rockettes, and many more. Kacey is sure to bring holiday cheer with this modern update on the classic holiday variety special."
s594,Movie,The Jupiter Enigma,Thomas Lucas,,,,2018,ALL,45 min,Documentary,"What can the giant planet Jupiter tell us about the birth of our solar system five billion years ago? Drawing on new findings from NASA's Juno mission, scientists are peering into Jupiter's stormy heart to reveal the very origins of our solar system: a chaotic early time when smaller planets were flung space or sent into shattering collisions, and the fate of planet Earth hung in the balance."
s595,Movie,The Judge,Elmer Clifton,"Milburn Stone, Katherine Demille, Paul Guilfoyle, Stanley Waxman, Jonathan Hale",,,1949,13+,70 min,"Drama, Suspense","Criminal defense lawyer Martin Strang (Stone) becomes unhinged after he is forced to defend an insane killer who had murdered again after Martin had earlier defended him, and discovering his wife Lucille is having an affair with psychiatrist Dr. James Anderson. Martin changes his will to cut out his wife and leave his entire fortune to benefit the victims of the guilty criminals he aided. Martin also blackmails murderer William Jackson (Guilfoyle) by guaranteeing a not-guilty verdict if he will kill Lucille and her lover. The plan backfires when Jackson decides to murder Martin and escape."
s596,Movie,The Joneses,Derrick Borte,"David Duchovny, Demi Moore, Amber Heard, Ben Hollingsworth, Gary Cole, Glenne Headly",,,2010,R,96 min,Drama,"A picture-perfect family moves into a suburban neighborhood and immediately becomes the toast of the town, loved and envied by all. It's all marketing..."
s597,Movie,The Job,Kenny Golde,"Daryl Hannah, Eric Mabius, Brad Renfro, Dominique Swain",,,2004,R,86 min,"Action, Drama, Suspense","CJ is a sexy, cold-blooded assassin who wants to quit the business. She agrees to carry out one last hit, but for the first time in her career as an assassin, she is unable to finish the job."
s598,Movie,The Jazz Singer,Richard Fleischer,Neil Diamond,,,1980,13+,116 min,Drama,"Neil Diamond adds his own distinctive sounds to the classic role of a young Jewish cantor on the verge of a dream. It's the story of a man who forsakes the synagogue choir for a chance at rock superstardom. Defying his father, he turns his back on his marriage and community to team up with his new manager, Molly."
s599,Movie,The Italian Job (1969),Peter Collinson,"Michael Caine, Noel Coward, Benny Hill, Raf Vallone, Tony Beckley",,,1969,G,99 min,"Action, Comedy","Charlie is out of jail and on the make with a plan for the heist of the century. Aided by top criminal mastermind Mr Bridger, Charlie sets off with a team of villains and to lift $4,000,000 from under the noses of the Turin Polizei."
s600,TV Show,The Island with Bear Grylls,,Bear Grylls,,,2017,16+,4 Seasons,"Documentary, Special Interest, Unscripted","In this fourth series of epic survival, Bear Gryllsmaroons two sets of people from two different generations on a pair of deserted islands in the Pacific. Wearing just the clothes on their backs and armed with some basic tools, which generation is better equipped to survive? As the younger generation struggle with the basics of food and water, the older generation appears to be streets ahead."
s601,Movie,The Iron Mask,Allan Dwan,"DOUGLAS FAIRBANKS, NIGEL DE BRULIER, BELLE BENNETT, MARGUERITE DE LA MOTTE, DOROTHY REVIER, VERA LEWIS, ROLFE SEDAN",,,1929,ALL,103 min,Adventure,"D'Artagnan and his fellow musketeers set out to save the life of King Louis XIV, the rightful King of France. He has been imprisoned in a remote castle dungeon by his brother and forced to wear an iron mask."
s602,Movie,The Irish Comedy Tour,"Derek Richards, Brad O'Connor","Derek Richards, Mike McCarthy, Derrick Keane, Damon Leibert",,,2019,18+,57 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","A fast-paced, raucous ride across America with four joke-slinging entertainers who know how to party and put on a great show. Get a lighthearted look at life on the road and the high-spirited experience of being Irish in America."
s603,TV Show,The Invisibles,,"Anthony Head, Warren Clarke, Jenny Agutter",,,2008,13+,1 Season,"Comedy, Drama","After fifteen years of living it up in the Costa Del Crime, ex-criminals Mo and Sid soon discover everyday life is a far cry from the white knuckle ride of a spot of breaking and entering."
s604,Movie,The Informer,Andrea Di Stefano,"Rosamund Pike, Joel Kinnamen, Common, Ana De Armas, Clive Owen",,,2020,R,113 min,"Action, Suspense",An ex-convict working undercover intentionally gets himself incarcerated again in order to infiltrate the mob at a maximum security prison.
s605,TV Show,The Indian Doctor,,"Sanjeev Bhaskar, Ayesha Dharker, Jacob Oakley",,,2010,13+,1 Season,"Comedy, Drama","The Sharmas struggle to cope with the culture shock of being educated foreigners in a small working class village, but the doctor's gentle bedside manner and understanding of human nature helps win over the local people. To the dismay of his wife, Dr. Sharma refuses her appeals to leave until he has exposed a cover-up at the coal mine detrimental to the miners' health."
s606,TV Show,The Inbetweeners,,"Simon Bird, James Buckley, Blake Harrison, Joe Thomas",,,2010,16+,3 Seasons,"Comedy, Young Adult Audience","The BAFTA award winning E4 comedy The Inbetweenersis back for a third series, with more tales of awkwardness, idiocy and sexual misadventure from Will, Simon, Jay and Neil. Now in their final year at school the boys are looking forward to a new era of respect, credibility, and, as the year 13 boys, ""the pick of the birds""."
s607,Movie,The In Crowd,Mary Lambert,"Susan Ward, Lori Heuring, Matthew Settle, Nathan Bexton",,,2000,16+,106 min,"Drama, Suspense","A mentally disturbed young woman takes a job at a posh country club and falls in with a clique of wealthy college kids where she's taken under the wing of the clique's twisted leader, who harbors some dark secrets too terrifying to tell."
s608,Movie,The Immortalists,"David Alvarado, Jason Sussberg","Bill Andrews, Aubrey de Grey, Colin Blakemore, Adelaide Carpenter, Terry Grossman, Leonard Hayflick, Randy Lee","United Kingdom, United States, India",,2014,7+,77 min,"Documentary, Special Interest","What would the world look like if humans never grew old? Two eccentric biologists are determined to find out. In this larger-than-life doc, Bill Andrews and Aubrey de Grey leave behind the journals and peer reviews of the scientific establishment to embark on a quest for the age-old secret of eternal youth."
s609,TV Show,THE IDOLM@STER.KR,,"10 singers from Real Girls Project, Sung Hoon, Park Chulmin",,,2017,TV-NR,1 Season,TV Shows,Only those who survive can make their debut as a girl group! The series follows the story of 11 girls as they fiercely compete and undergo vigorous training to become idol stars.
s610,Movie,The Identity Theft Of Mitch Mustain,Matthew Wolfe,"Mitch Mustain, Nolan Richardson (Narrator), Joe Schad, Bo Mattingly, Clint Stoerner",,,2015,16+,101 min,"Documentary, Drama, Sports","In 2005, Mitch Mustain was the top high school quarterback in America; the first ever consensus Gatorade, Parade, and USA Today Player of the Year. He began his college career with eight consecutive victories. Then, momentum stopped."
s611,Movie,The Hunting of the President,"Harry Thomason, Nickolas Perry","Morgan Freeman, Jonathan Alter, Steve Barnes, Paul Begala, Richard Ben-Veniste, Robert S. Bennett, Carl Bernstein, Sidney Blumenthal, James Carville, Bill Clinton, Hillary Clinton, Ann Coulter, Paula Jones, Monica Lewinsky, Jim McDougal, Susan McDougal, Richard Nixon, Jeffrey Toobin, Bob Woodward, Newt Gingrich, Henry Kissinger, Tim Russert",,,2004,,90 min,"Documentary, Special Interest","Hosted by Morgan Freeman. Previously unreleased material outlines the campaign against Bill Clinton's presidency, from his days in Arkansas up to his impeachment trial."
s612,TV Show,The Hunt for the Zodiac Killer,,"Craig P. Bauer, MIchael Butterfield",,,2017,TV-14,1 Season,TV Shows,LAPD homicide detective Sal LaBarbera and a team of master codebreakers use their unrivaled expertise to bring the most mysterious serial killer in American history into the light.
s613,Movie,The Hungry,Bornila Chatterjee,"Antonio Aakeel, Tisca Chopra, Neeraj Kabi, Naseeruddin Shah","United Kingdom, India",,2017,18+,99 min,"Drama, International","THE HUNGRY follows Tulsi Joshi, a widow and bride to be who comes to her own wedding seeking revenge for the brutal murder of her first born son. Based on Shakespeare’s Titus Andronicus, THE HUNGRY is about the violence that exists between power and love - a macabre fairytale set in the elite circles of north India."
s614,TV Show,The House that £100k Built,,"Kieran Long, piers Taylor",,,2017,ALL,1 Season,Special Interest,"Architectural journalist and critic Kieran Long and award-winning architect Piers Taylor are following self-builders as they take on the biggest gamble of their lives. Kieran and Piers will try to help them create the house they've longed for. But all have less than 100k to spend, little or no experience and life savings on the line - it won't be easy."
s615,Movie,The House of Suh,Iris Shim,"Andrew Suh, Catherine Suh",,,2010,13+,92 min,"Action, Special Interest","A chilling exploration of the tragic history of the Suh family and the murder that shocked America - when the picture perfect son, Andrew, shot and killed his sister's fiancé at her bidding."
s616,TV Show,The House of Cards Trilogy,,"Isla Blair, Ian Richardson, Julian Fellowes, Nick Brimble",,,1995,18+,3 Seasons,Drama,"The Final Cut. The concluding part to the original House of Cards serial. Francis Urquhart, who is still Prime Minister, becomes heavily involved in a foreign war over oil trading. Can he remain invincible as the highly charged political events start spiraling out of his control?"
s617,Movie,The Hound of the Baskervilles,David Attwood,"Richard Roxburgh, Ian Hart, Richard E Grant, Matt Day",,,2002,,91 min,"Drama, Suspense","A captivating 21st-century version of Sir Arthur Conan Doyle's chilling masterpiece. The legendary Sherlock Holmes and dynamic Dr Watson grapple with an adversary that threatens to overwhelm them on the forbidding moors of England. As Holmes investigates the mystery of Sir Charles Baskerville's recent death, events spiral out of control. Is his adversary human or occult?"
s618,Movie,The Hottie and the Nottie,Tom Putnam,"Paris Hilton, Joel David Moore, Christine Lakin",,,2008,PG-13,91 min,Comedy,A woman agrees to go on a date with a man only if he finds a suitor for her unattractive best friend.
s619,TV Show,The Home Show,,George Clarke,,,2009,7+,2 Seasons,"Documentary, Special Interest",Architect George Clarke is back to help families who have fallen out of love with their current houses. But this time the stakes are higher.
s620,Movie,The Hollow Child,Jeremy Lutter,"Jessica McLeod, Hannah Cheramy, John Emmet Tracy",Canada,,2018,16+,88 min,Horror,"Highly intelligent and malicious creatures known as The Hollow Ones live in the woods and entice children with their hypnotic folklore music. Samantha, a young foster teen, must fight to expose these dangerous supernatural impostors to save her younger sister who has been taken, otherwise her soul will be lost forever."
s621,Movie,The Hold Steady,Baeble Music,,,,2007,NR,48 min,Music Videos and Concerts,"An acoustic, outdoors set from one of New York's biggest buzz-bands, the Hold Steady."
s622,TV Show,The Hitchhiker's Guide to the Galaxy,,"Peter Jones, Simon Jones, David Dixon, Joe Melia",,,1981,13+,1 Season,Science Fiction,"Based on the bestselling novel by Douglas Adams, this cult series features spectacular visual trickery and a generous helping of zany humor (perhaps from the Restaurant at the Edge of the Universe)."
s623,Movie,The Hitch Hiker,,"Edmond O'Brien, Frank Lovejoy, William Talman, Jos? Torvay",,,2011,13+,71 min,Drama,The Hitch-hiker
s624,Movie,The Hidden Secrets: Gangsters of the 1920s and 1930s,Ted Hallock,"Al Capone, Bonnie Parker, Clyde Barrow, John Dillinger, ""Machine Gun"" Kelly, Dutch Schultz, Legs Diamond, ""Pretty Boy"" Floyd",,,2012,13+,69 min,Documentary,"Never before has a gallery of cops, robbers, and daredevil crooks ever been assembled into one collection. Using FBI and police film, archival footage, and rare photographs, this story traces the life of Al ""Scarface"" Capone, Machine Gun Kelly, and many other Depression Era gangsters of the 1920s and 1930s."
s625,Movie,The Hero,Brett Haley,"Sam Elliot, Krysten RItter, Nick Offerman, Laura Prepon",,,2017,16+,97 min,"Comedy, Drama","World-renowned icon Sam Elliott stars as an aging actor confronting mortality in ""The Hero,"" a beautifully poignant celebration of life and the legacies we leave behind. Also starring Laura Prepon, Nick Offerman, and Krysten Ritter."
s626,TV Show,The Heist,,Pip Torrens,,,2018,16+,1 Season,"Action, Documentary, Unscripted","Do you have what it takes to become a successful criminal? The Heist takes ten real, law-abiding members of the local community and puts a life-changing amount of money in front of them. If they can successfully plan and execute the heist, and keep the 250,000 pounds hidden from Detectives for two weeks, it's theirs to keep."
s627,TV Show,The Haunting Of. . .,,,,,2012,TV-PG,1 Season,"Horror, Suspense","Each episode of ""The Haunting Of"" features celebrities' real-life encounters with the paranormal as they return to the site of their experience with psychic-medium Kim Russo."
s628,Movie,The Haunting of Sharon Tate,Daniel Farrands,"Hilary Duff, Jonathan Bennett, Lydia Hearst, Pawel Szajda, Ryan Cargill",,,2019,R,91 min,"Horror, Suspense","Based on one of Hollywood’s most chilling murder cases, this thriller follows pregnant actress Sharon Tate (Hilary Duff), whose terrifying premonitions are brought to life by Charles Manson and his cult."
s629,Movie,The Hard Corps,Sheldon Lettich,"Jean-Claude Van Damme, Vivica A. Fox, Razaaq Adoti, Peter Bryant, Ron Bottitta, Viv Leacock, Adrian Holmes",,,2006,R,110 min,"Action, Suspense",An Army veteran assembles a team of bodyguards to protect a former boxer. Complications arise when the boxer suspects his sister may be romantically involved with the bodyguard.
s630,TV Show,The Gymkhana Files,,,,,2018,16+,1 Season,"Documentary, Special Interest, Sports","The Gymkhana Files takes viewers deep behind the scenes of one of the world’s wildest, most successful viral video franchises of all time, with over 500 million online views and counting. Follow globally recognized race car driver and viral star Ken Block and his team of Hoonigans as they attempt to make the greatest automotive video of all time while racing in the World Rallycross Championship."
s631,Movie,The Guv'nor,Paul Van Carter,"Lenny McLean, Jamie McLean, Guy Ritchie, Jason Flemyng",,,2016,16+,85 min,Documentary,"Donned as ""the hardest man in London"", this documentary is an extraordinary journey into the brutal brilliance of infamous East End boxer Lenny McClean, also known as the ""The Guv'nor"". From being a bouncer in London's West End, to life in the ring and his work with acclaimed director Guy Ritchie, McClean's story and journey is told through the eyes of his son Jamie."
s632,Movie,The Green Glove,,"Glenn Ford, Geraldine Brooks, Cedric Hardwicke, George Macready",,,2011,G,89 min,Drama,The Green Glove. An ex-soldier and his new girlfriend comb France for a valuable relic...which others are willing to kill for.
s633,Movie,The Great War,Steven Luke,"Ron Perlman, Billy Zane, Bates Wilder, Hiram A Murray",,,2019,R,110 min,"Action, Drama","During the last days of the Great War, Lt. William Rivers leads a squad of U.S. troopers behind enemy lines to locate a missing platoon of African American ""Buffalo"" soldiers."
s634,Movie,The Great God Gold,"Arhtur Lubin, Arthur Lubin","Martha Sleeper, Regis Toomey, Sidney Blackmer, Edwin Maxwell, John T. Murray",,,1935,13+,83 min,Drama,"Marcia Harper (Sleeper) sets out to send a group of racketeers, headed by villain John Hart (Blackmer), to prison after they cheat her out of a small inheritance from her father by claiming that her father owed them money. She is aided in her venture by industrious reporter Phil Stewart (Toomey), who acquires a mysterious old Roman coin that becomes the key to bringing down the racketeers."
s635,TV Show,The Great Escapists,,"Richard Hammond, Tory Belleci, Joseph Balderrama, Silvana Montoya",United States,,2021,13+,1 Season,Unscripted,"In this season Richard Hammond and Tory Belleci use what’s left of their shipwreck to survive and thrive. Using their engineering know how, the boys try to escape the island and even make their island life better. From a fully working tank to a three-story treehouse on the seafront, life is pretty sweet. But will their inventions help them escape, or keep them stuck forever in paradise?"
s636,TV Show,The Great Commanders,,,,,2003,ALL,1 Season,Documentary,"The Great Commanders is an award-winning portrait of six famed military chiefs: Alexander the Great, Julius Caesar, Horatio Nelson, Napoleon Bonaparte, Ulysses S. Grant, and Georgi Zhukov. Their military geniuses indisputably changed the course of world history. Each episode delves into their personal background, tactical strategy skills, and the importance of each man's unique military insights."
s637,TV Show,The Great British Benefits Handout,,Graeme Hawley,,,2017,13+,2 Seasons,"Kids, Special Interest, Unscripted","Three unemployed families are given a cash lump sum of 26,000 pounds in return for signing off."
s638,TV Show,The Grand Tour,,"Richard Hammond, Jeremy Clarkson, James May","United Kingdom, United States",,2020,16+,4 Seasons,"Comedy, Documentary, Sports","The intrepid trio find themselves back on four wheels for their latest adventure. Armed with sports cars, Richard, James and Jeremy think they are in for a cushy road trip as they arrive on the exotic island of Reunion and race on the world’s most expensive piece of tarmac. But a bizarre challenge propels them to Madagascar where they must tackle the world’s toughest road."
s639,Movie,The Gospel Of John,David Batty,Selva Rasalingam,,,2015,ALL,161 min,Drama,"The Gospel of john is the first-ever word-for-word filmed version of the biblical text. Using the original Jesus narrative as its script, this profound film sheds new light on one of history's most sacred texts. Beautifully shot and informed by the latest theological, historical, and archeological research, this film is something to be enjoyed and treasured."
s640,Movie,The Gospel of Eureka,"Michael Palmieri, Donal Mosher","Mx Justin Vivian Bond, Lee Keating, Walter Burrell, Felicia Blackheart, Ginger Styles, Roxie Howard",,,2019,16+,73 min,Documentary,"Welcome to Eureka Springs, Arkansas, a one-of-a-kind oasis in the Ozarks where Christian piety rubs shoulders with a thriving queer community."
s641,Movie,The Gospel Live,Chet Brewster,Anthony Anderson,,,2005,13+,72 min,"Arts, Entertainment, and Culture, Documentary, Music Videos and Concerts","Hosted by Anthony Anderson (Barbershop, Hustle & Flow), The Gospel Live features live, soul-stirring performances by gospel superstars Mary Mary, Kelly Price, KiKi Sheard, Hezekiah Walker, Martha Munizzi and more! Also featuring all access red carpet interviews with celebrities including GRAMMY Award winner CeCe Winans and the all-star cast of the feature film The Gospel."
s642,TV Show,The Glory Is Gone,,"Kai Wiesinger, Bettina Zimmermann, Luise Befort, Benjamin Stein",,,2017,TV-NR,2 Seasons,TV Shows,"Tom, Hanna and the kids find themselves temporarily setting up camp in Joyce's flat downstairs. Unfortunately, the new surroundings aren't to their taste and put a damper on their relationship. And so Tom and Hanna find themselves airing their dirty laundry, tackling problems they thought they'd long put to bed. It looks like the pitfalls of ageing gra..."
s643,Movie,The Giant Killer: Finding Flaherty The Directors Cut,David Yuzuk,"David Yuzuk, Fred Gleffe, Rick Lencioni, Kris ""Tanto"" Paronto",,,2020,13+,78 min,Documentary,"The shocking investigation of the incredible life and mysterious death of America's smallest war hero 4'9"" 97lbs, Richard J. Flaherty. Flaherty achieved the impossible by becoming a Green Beret Captain, mercenary, and spy... Only to be killed two weeks after his final confession."
s644,Movie,The Giant,Johannes Nyholm,"Christian Andrén, Johan Kylén, Anna Bjelkerud, Linda Faith, Ola Bjurman",,,2016,13+,89 min,"Drama, Science Fiction",Rikard is an autistic man who was separated from his mother. He thinks that he will get her back if he wins the Championship of pétanque. A giant is on his side.
s645,TV Show,The Ghost Inside My Child,,"De'Marco Arrington, Bella Eubank",,,2012,TV-PG,1 Season,"Documentary, Drama, Unscripted",Ghost Inside My Child explores cases of children who claim to be reincarnations of people who died violently.
s646,TV Show,The Ghost Finders,,"Rob Thompson, Megan Deputy, Brad Tarnowsky",,,2020,13+,1 Season,"Horror, Unscripted","British Medium and Paranormal Investigator Rob Thompson, Pagan Witch Megan Deputy, and trainee investigator Brad Tarnowsky Investigate the most allegedly active paranormal locations around the country."
s647,Movie,The Ghost Army,Rick Beyer,Peter Coyote,,,2013,13+,68 min,"Documentary, Drama","The Ghost Army was officially known as the 23rd Headquarters Special Troops. From June 1944 to March 1945 it staged 20 battlefield deceptions, beginning in Normandy and ending at the Rhine River."
s648,Movie,The Gay Ranchero,William Witney,"Roy Rogers, Andy Devine, Tito Guizar, Jane Frazee, Estelita Rodriguez",,,1942,13+,57 min,"Suspense, Western","Criminal Vance Brados (Meeker) wants the profitable Mazanita Springs Spa and Airline for himself, and uses both sabotage and murder to try to acquire both. Sheriff Roy Rogers steps in to try to stop the sabotage of the planes, aided by Nicci Lopez (Guizar) and heroine Betty (Frazee). Roy sets up a trap to try to catch Vance and his gang, but things get complicated when Vances becomes suspicious. One of the more violent Roy Rogers films."
s649,TV Show,The Garfield Show,,Frank Welker,,,2020,ALL,4 Seasons,"Animation, Kids","A lasagne-loving cat adventures and explores the differences between good and bad, and right and wrong. Join the adventure !"
s650,Movie,The Gambler,Karel Reisz,"James Caan, Lauren Hutton, Paul Sorvino, Morris Carnovsky, Jacqueline Brookes",,,1974,R,111 min,Drama,"James Caan portrays a compulsive gambler who can't quit or win. He falls into debt to the mob for $40,000 but seems to relish the thrill of gambling against the long shot."
s651,Movie,The Front,Martin Ritt,"Woody Allen, Zero Mostel, Herschel Bernardi, Michael Murphy, Andrea Marcovicci, Danny Aiello, Sam McMurray",,,1976,13+,95 min,"Comedy, Drama","Woody Allen plays a bookmaker who become ""a front"" for a group of blacklisted Hollywood screenwriters who aren't able to get a job, because of their alleged communist ties. The Front was written by blacklisted Walter Bernstein and features performances from several blacklisted entertainers, including Herschel Bernardi, Joshua Shelley, Lloyd Gough, and Zero Mostel."
s652,TV Show,The Fosters,,"Teri Polo, Sherri Saum, Hayden Byerly",,,2018,TV-14,5 Seasons,TV Shows,Tensions continue to rise in the drama's fifth season.
s653,TV Show,The Forgotten Army - Azaadi Ke Liye,,"Sharvari, Rohit Choudhary, Sunny Kaushal, Rajiv Ranjan, Paloma Manoppa, TJ Bhanu, Akhil Iyer, Vivek Sah, Maneesh Verma, Amala Akkineni, Shruti Seth, R. Badreenath, Toshiji Takeshima, Karanvir Malhotra, Brijesh Jha, Nizhalgal Ravi, M.K Raina, Sudhanva Deshpande, Sushma Seth",,,2020,18+,1 Season,"Action, Drama, International","The Forgotten Army is a true epic war series about the Indian soldiers from the Azad Hind Fauj who marched 3,884 kms from Singapore to Delhi to free their country from the British. Led by Netaji Subhash Chandra Bose, they fought against their size and scale but were labelled by the then ruling establishment as traitors. Experience an action packed series recreate this momentous juncture in history"
s654,TV Show,The Force: Manchester,,,,,2015,16+,1 Season,"Documentary, Special Interest","In Greater Manchester the Police are under pressure like never before, with officer numbers cut to less than 7000 and more than half a million emergency call outs, the force is facing its toughest test in years. This fast paced immersive series will show the true nature of crime and the pressure of modern policing from the perspective of the cops on the ground."
s655,Movie,The Forbidden Dance,Greydon Clark,"Laura Harring, Jeff James, Sid Haig, Kenny Johnson, Steven Williams, Richard Lynch",,,1990,PG-13,97 min,"Arts, Entertainment, and Culture, Comedy, Romance","When the Brazilian rainforest home of young Princess Nisa is threatened by greedy American businesses, she travels to Los Angeles to find a way to stop the rainforest destruction herself. When a young man who loves to dance crosses her path, and together they enter a televised lambada contest, Nisa might have found the answer to her prayers."
s656,Movie,The Flying Deuces,A. Edward Sutherland,,,,1939,ALL,68 min,Comedy,"Oliver is heartbroken when he finds that Georgette, the inkeeper's daughter he's fallen in love with, is already married to dashing Foreign Legion officer Francois."
s657,Movie,The Flaw,David Sington,"Andrew Luan, Robert Shiller, Louis Hyman",United Kingdom,,2011,13+,81 min,Special Interest,"The definitive doc on the 2008 financial crash - The Flaw goes beyond easy explanations of greedy bankers and incompetent regulators its investigation goes to the root causes of the USA's and UK's deluded belief that everyone could be rich and property prices would rise forever, and asks the question: why are the perpetrators of the mess now entrusted with the lucrative task of clearing it up?"
s658,TV Show,The First Silent Night,,,,,2014,TV-PG,1 Season,"Documentary, Special Interest","Join renowned actor Simon Callow as he uncovers the moving origins of the song Silent Night that has been two hundred years in the making. A story that begins in humble circumstances, ends with the world's most popular carol. Simon journeys to the Austrian village of Oberndorf as well as the city of Salzburg, where the story of the world's favourite carol had its origins."
s659,Movie,The First American,Kevin Knoblock,"Newt Gingrich, Callista Gingrich, Robert Lyons, Beverly Simmons, Ed Lengel, Edward Larson, Walter Isaacson, Victor Hanson, Joe Ellis, Douglas Brinkley, Gay Gaines, Allen Guelzo, H.W. Brands, Jane Hampton Cook, William Forstchen",,,2016,13+,91 min,"Documentary, Special Interest","George Washington is central to understanding America's founding. He was the crucial ﬁgure in winning the American Revolution, in creating the Constitution, and in establishing the precedents for effective self-government as our ﬁrst president."
s660,TV Show,The First 48: Missing Persons,,Shawn John Smith,,,2013,TV-14,1 Season,TV Shows,The First 48: Missing Persons follows the Chicago Police Department's missing persons unit during an investigation's first 48 hours.
s661,TV Show,The First 48 Presents: Homicide Squad Atlanta,,Adam III Lee,,,2019,TV-14,1 Season,TV Shows,"A beautiful teenager is found naked and shot to death in a city park. With no evidence to work with, rookie detective Andre Lowe struggles to unravel the mystery. But the viciousness of her mysterious death evokes the sympathy of the entire Homicide Unit."
s662,Movie,The Fighting Kentuckian,George Waggner,"John Wayne, Vera Ralston, Philip Dorn",,,1949,7+,100 min,"Action, Romance, Western","Leading a regiment of Kentucky riflemen during the War of 1812, John Wayne is the frontiersman who battles to save his love, a French general's daughter, and his homeland from speculators, after the Battle of New Orleans. A colorized version of this film was released on home video in 1990."
s663,Movie,The Fidel Castro Tapes,Tom Jennings,,,,2014,,55 min,Documentary,From PBS - Survey the turbulent career of one of the world's most controversial leaders.
s664,TV Show,The Feed,,"Michelle Fairley, Guy Burnet, Nina Toussaint-White",,,2019,16+,1 Season,Drama,"In the near future, people’s minds are connected to The Feed, giving them instant connectivity. When something or someone invades it, everyone is at risk."
s665,TV Show,The FBI Files,,"James Kallstrom, Anthony D. Call, John Alcorn, Charla Bather",,,2002,16+,7 Seasons,Documentary,"In this true crime series, real-life FBI cases are explored, including reenactments and interviews with the scientists and law enforcement officials who worked on the cases."
s666,Movie,The Fatal Hour,William Nigh,"Boris Karloff, Marjorie Reynolds, Grant Withers, Charles Trowbridge, John Hamilton, Frank Puglia, Jason Robards Sr., Craig Reynolds",,,1940,PG,68 min,Suspense,"Detective Captain Bill Street's (Withers) best friend Dan O'Grady, a fellow police officer, is murdered, and Bill brings in Detective James Lee Wong (Karloff) to investigate, along with gal reporter Bobbie Logan (Reynolds). The trio begin to uncover a jewelry smuggling ring on the San Francisco waterfront, possibly headed by Beldon (Reynolds), the son of a local crooked businessman. In the climatic ending, Mr. Wong tempts death during a jewelry-store robbery."
s667,Movie,The Farewell (4K UHD),Lulu Wang,"Awkwafina, Shuzhen Zhao, X Mayo","United States, China",,2019,13+,100 min,"Arthouse, Arts, Entertainment, and Culture, Comedy","In this funny, heartfelt story, Billi’s (Awkwafina) family returns to China under the guise of a fake wedding to stealthily say goodbye to their beloved matriarch – the only person that doesn’t know she only has a few weeks to live."
s668,Movie,The Fare,D.C. Hamilton,"Gino Anthony Pesi, Brinna Kelly, Jason Stuart",,,2019,16+,82 min,"Romance, Science Fiction","Harris, a world-weary taxi driver, and his fare, Penny, find themselves trapped in an endlessly looping ride that changes their lives forever."
s669,Movie,The Far Frontier,William Witney,"Roy Rogers, Trigger, Gail Davis, Andy Devine, Francis Ford, Roy Barcroft, Clayton Moore, Robert Strange, Holly Bane, Lane Bradford, John Bagni, Clarence Straight, Edmund Cobb, Foy Willing, Riders of the Purple Sage, George Bamby, Stanley Blystone, Tom London, Jack O'Shea, Johnny Paul, Darol Rice, Charles Sherlock, Al Sloey",,,1948,13+,56 min,Western,Roy saves the day by thwarting a band of outlaws who are smuggling themselves across the border in soybean oil cans. Includes musical numbers and horse tricks.
s670,Movie,The Falls,Jon Garcia,"Nick Ferrucci, Ben Farmer, Brian Allard, Quinn Allan",,,2012,,91 min,Drama,The Falls is a feature film about two missionaries that fall in love while on their mission.
s671,TV Show,The Fall,,"Gillian Anderson, Jamie Dornan, John Lynch, Aisling Franciosi, Niamh McGrady, Bronagh Waugh, Sarah Beattie",,,2016,TV-MA,3 Seasons,"Drama, Suspense","Gillian Anderson returns as Detective Superintendent Stella Gibson in The Fall. She has arrested Spector but will he survive the gunshot wounds sustained in police custody? Will he ever face justice? As The Fall reaches its inexorable conclusion, it's clear that the rules of this deadly game of cat and mouse are set to shift once again."
s672,TV Show,The Fades,,"Iain De Caestecker, Daniel Kaluuya, Tom Ellis, Natalie Dormer",,,2011,TV-14,1 Season,Drama,"A smart, supernatural thriller about two friends fighting to save the world of the living from the spirits of the dead. Paul and his best friend Mac are the unpopular kids at their college. And now Paul has started to see things - Fades. Soon the fate of humanity rests in the hands of the two friends who already have enough trouble getting through a day in one piece, let alone saving the world."
s673,TV Show,The Face UK,,"Naomi Campbell, Erin O'Connor, Caroline Winberg",,,2013,13+,1 Season,TV Shows,The Face will see three fashion icons compete against each other in the ultimate competition to find the model who has what it takes to front a world-renowned brand.
s674,Movie,The Face of Jesus Christ,Dane Wilson,Douglas Wilson,,,2019,ALL,33 min,Faith and Spirituality,"We honestly have very little idea what Jesus Christ looked like. We worship Him as the visible image of the invisible Father, and yet we do not know what that visible image looks like. We are supposed to see the face of Jesus Christ in and through the declaration of what Scripture describes as good news-gospel truth. This is where we are supposed to find the only authorized portrait of Jesus."
